taxid,contig_count,total_bp,Code,Name,Lineage,LineageTaxIDs,Rank,FullLineage,FullLineageTaxIDs,FullLineageRanks
1511882.0,1,5196,1511882.0,Human bocavirus 2c PK,Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocaparvovirus primate2,10239;2732415;2732422;2732534;10780;1507401;3052041,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Bocaparvovirus;Bocaparvovirus primate2;Human bocavirus 2c PK,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;1507401;3052041;1511882,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
1891762.0,1,5153,1891762.0,Betapolyomavirus hominis,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Betapolyomavirus;Betapolyomavirus hominis,10239;2732415;2732421;2732532;151341;1891714;1891762,species,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Betapolyomavirus;Betapolyomavirus hominis,10239;2731342;2732092;2732415;2732421;2732532;151341;1891714;1891762,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
10632.0,1,5130,10632.0,JC polyomavirus,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Betapolyomavirus;Betapolyomavirus secuhominis,10239;2732415;2732421;2732532;151341;1891714;1891763,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Betapolyomavirus;Betapolyomavirus secuhominis;JC polyomavirus,10239;2731342;2732092;2732415;2732421;2732532;151341;1891714;1891763;10632,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
1497391.0,1,5108,1497391.0,New Jersey polyomavirus-2013,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Alphapolyomavirus;Alphapolyomavirus terdecihominis,10239;2732415;2732421;2732532;151341;1891713;1891728,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Alphapolyomavirus;Alphapolyomavirus terdecihominis;New Jersey polyomavirus-2013,10239;2731342;2732092;2732415;2732421;2732532;151341;1891713;1891728;1497391,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
1511883.0,1,5104,1511883.0,Human bocavirus 4 NI,Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocaparvovirus primate2,10239;2732415;2732422;2732534;10780;1507401;3052041,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Bocaparvovirus;Bocaparvovirus primate2;Human bocavirus 4 NI,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;1507401;3052041;1511883,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
1891764.0,1,5040,1891764.0,Betapolyomavirus tertihominis,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Betapolyomavirus;Betapolyomavirus tertihominis,10239;2732415;2732421;2732532;151341;1891714;1891764,species,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Betapolyomavirus;Betapolyomavirus tertihominis,10239;2731342;2732092;2732415;2732421;2732532;151341;1891714;1891764,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
943908.0,1,5026,943908.0,Human polyomavirus 9,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Alphapolyomavirus;Alphapolyomavirus nonihominis,10239;2732415;2732421;2732532;151341;1891713;2955297,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Alphapolyomavirus;Alphapolyomavirus nonihominis;Human polyomavirus 9,10239;2731342;2732092;2732415;2732421;2732532;151341;1891713;2955297;943908,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
3070187.0,1,4967,3070187.0,Bat-associated densovirus 3,Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Blattambidensovirus;Blattambidensovirus incertum4,10239;2732415;2732422;2732534;10780;2733224;3059785,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Densovirinae;Blattambidensovirus;Blattambidensovirus incertum4;Bat-associated densovirus 3,10239;2731342;2732092;2732415;2732422;2732534;10780;40120;2733224;3059785;3070187,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
746831.0,1,4952,746831.0,Human polyomavirus 7,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Deltapolyomavirus septihominis,10239;2732415;2732421;2732532;151341;1891715;2955745,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Deltapolyomavirus septihominis;Human polyomavirus 7,10239;2731342;2732092;2732415;2732421;2732532;151341;1891715;2955745;746831,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
1203539.0,1,4927,1203539.0,MW polyomavirus,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Deltapolyomavirus decihominis,10239;2732415;2732421;2732532;151341;1891715;1208309,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Deltapolyomavirus decihominis;MW polyomavirus,10239;2731342;2732092;2732415;2732421;2732532;151341;1891715;1208309;1203539,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
746830.0,1,4926,746830.0,Human polyomavirus 6,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Deltapolyomavirus sextihominis,10239;2732415;2732421;2732532;151341;1891715;2955746,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Deltapolyomavirus sextihominis;Human polyomavirus 6,10239;2731342;2732092;2732415;2732421;2732532;151341;1891715;2955746;746830,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
1277649.0,1,4776,1277649.0,STL polyomavirus,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Deltapolyomavirus undecihominis,10239;2732415;2732421;2732532;151341;1891715;1891745,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Deltapolyomavirus;Deltapolyomavirus undecihominis;STL polyomavirus,10239;2731342;2732092;2732415;2732421;2732532;151341;1891715;1891745;1277649,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
10804.0,1,4675,10804.0,adeno-associated virus 2,Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Dependoparvovirus;Dependoparvovirus primate1,10239;2732415;2732422;2732534;10780;10803;1511891,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Dependoparvovirus;Dependoparvovirus primate1;adeno-associated virus 2,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;10803;1511891;10804,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
1985417.0,2,4464,1985417.0,Caribou associated gemykrogvirus 1,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus carib1,10239;2732416;2732424;2732539;1910928;1985367;2844627,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus carib1;Caribou associated gemykrogvirus 1,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844627;1985417,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
2720941.0,2,4444,2720941.0,Chicken genomovirus mg4_1165,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga5,10239;2732416;2732424;2732539;1910928;1985367;2844632,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga5;Chicken genomovirus mg4_1165,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844632;2720941,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
2563838.0,2,4436,2563838.0,Apis mellifera genomovirus 2,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus apime1,10239;2732416;2732424;2732539;1910928;1985367;2844625,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus apime1;Apis mellifera genomovirus 2,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844625;2563838,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
2720942.0,2,4432,2720942.0,Chicken genomovirus mg4_1173,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga3,10239;2732416;2732424;2732539;1910928;1985367;2844630,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga3;Chicken genomovirus mg4_1173,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844630;2720942,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
1560340.0,1,4424,1560340.0,Tusavirus 1,Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Protoparvovirus;Protoparvovirus incertum1,10239;2732415;2732422;2732534;10780;1506574;3052713,no rank,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Protoparvovirus;Protoparvovirus incertum1;Tusavirus 1,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;1506574;3052713;1560340,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;no rank
2720951.0,2,4320,2720951.0,Chicken genomovirus mg7_78,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga4,10239;2732416;2732424;2732539;1910928;1985367;2844631,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga4;Chicken genomovirus mg7_78,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844631;2720951,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
2720946.0,2,4284,2720946.0,Chicken genomovirus mg4_1247,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga1,10239;2732416;2732424;2732539;1910928;1985367;2844628,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus galga1;Chicken genomovirus mg4_1247,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844628;2720946,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
1516080.0,2,4242,1516080.0,HCBI9.212 virus,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus bovas1,10239;2732416;2732424;2732539;1910928;1985367;2844626,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus bovas1;Bovine associated gemykrogvirus 1;HCBI9.212 virus,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844626;1985416;1516080,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank;no rank
145856.0,2,4199,145856.0,Human picobirnavirus,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Picobirnaviridae;Orthopicobirnavirus;Orthopicobirnavirus hominis,10239;2732408;2732505;2732549;585893;2948851;2956252,no rank,Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Picobirnaviridae;Orthopicobirnavirus;Orthopicobirnavirus hominis;Human picobirnavirus,10239;2559587;2732396;2732408;2732505;2732549;585893;2948851;2956252;145856,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
3298505.0,2,4045,3298505.0,Human circovirus,Viruses;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Circovirus;Human circovirus,10239;2732416;2732423;2732536;39724;39725;3298505,species,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Circovirus;unclassified Circovirus;Human circovirus,10239;2731342;2732092;2732416;2732423;2732536;39724;39725;345249;3298505,superkingdom;clade;kingdom;phylum;class;order;family;genus;no rank;species
488241.0,3,3745,488241.0,Influenza A virus (A/Korea/426/1968(H2N2)),Viruses;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae,10239;2497569;2497577;2499411;11308;197911;2955291,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Alphainfluenzavirus;Alphainfluenzavirus influenzae;Influenza A virus;H2N2 subtype;Influenza A virus (A/Korea/426/1968(H2N2)),10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;197911;2955291;11320;114729;488241,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species;no rank;serotype;no rank
2907957.0,1,3366,2907957.0,Sabia virus,Viruses;Negarnaviricota;Ellioviricetes;Bunyavirales;Arenaviridae;Mammarenavirus;Mammarenavirus brazilense,10239;2497569;2497576;1980410;11617;1653394;3052299,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Arenaviridae;Mammarenavirus;Mammarenavirus brazilense;Sabia virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;11617;1653394;3052299;2907957,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species;no rank
687359.0,1,3234,687359.0,Torque teno virus 20,Viruses;;;;Anelloviridae;Alphatorquevirus;Alphatorquevirus homin20,10239;;;;687329;687331;3048422,no rank,Viruses;Anelloviridae;Alphatorquevirus;Alphatorquevirus homin20;Torque teno virus 20,10239;687329;687331;3048422;687359,superkingdom;family;genus;species;no rank
2065046.0,1,3208,2065046.0,Torque teno midi virus 5,Viruses;;;;Anelloviridae;Gammatorquevirus;Gammatorquevirus homidi5,10239;;;;687329;687333;3048390,no rank,Viruses;Anelloviridae;Gammatorquevirus;Gammatorquevirus homidi5;Torque teno midi virus 5,10239;687329;687333;3048390;2065046,superkingdom;family;genus;species;no rank
2065052.0,1,3198,2065052.0,Torque teno midi virus 11,Viruses;;;;Anelloviridae;Gammatorquevirus;Gammatorquevirus homidi11,10239;;;;687329;687333;3048382,no rank,Viruses;Anelloviridae;Gammatorquevirus;Gammatorquevirus homidi11;Torque teno midi virus 11,10239;687329;687333;3048382;2065052,superkingdom;family;genus;species;no rank
11723.0,1,3144,11723.0,Simian immunodeficiency virus,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Lentivirus;Simian immunodeficiency virus,10239;2732409;2732514;2169561;11632;11646;11723,species,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Simian immunodeficiency virus,10239;2559587;2732397;2732409;2732514;2169561;11632;327045;11646;11723,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species
2571082.0,1,3056,2571082.0,Human lung-associated vientovirus FB,Viruses;Cressdnaviricota;Arfiviricetes;Recrevirales;Redondoviridae;Torbevirus;Vientovirus,10239;2732416;2732423;2732547;2732652;2732653;2732655,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Recrevirales;Redondoviridae;Torbevirus;Vientovirus;Human lung-associated vientovirus FB,10239;2731342;2732092;2732416;2732423;2732547;2732652;2732653;2732655;2571082,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
3160827.0,1,2964,3160827.0,Memtorquevirus hominid13,Viruses;;;;Anelloviridae;Memtorquevirus;Memtorquevirus hominid13,10239;;;;687329;3152495;3160827,species,Viruses;Anelloviridae;Memtorquevirus;Memtorquevirus hominid13,10239;687329;3152495;3160827,superkingdom;family;genus;species
3160824.0,1,2940,3160824.0,Samektorquevirus hominid18,Viruses;;;;Anelloviridae;Samektorquevirus;Samektorquevirus hominid18,10239;;;;687329;3152496;3160824,species,Viruses;Anelloviridae;Samektorquevirus;Samektorquevirus hominid18,10239;687329;3152496;3160824,superkingdom;family;genus;species
687373.0,1,2908,687373.0,Torque teno mini virus 5,Viruses;;;;Anelloviridae;Betatorquevirus;Betatorquevirus homini5,10239;;;;687329;687332;3048403,no rank,Viruses;Anelloviridae;Betatorquevirus;Betatorquevirus homini5;Torque teno mini virus 5,10239;687329;687332;3048403;687373,superkingdom;family;genus;species;no rank
2530494.0,1,2607,2530494.0,Human associated porprismacovirus,Viruses;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Inpeasmacovirus;Inpeasmacovirus humas1,10239;2732416;2732423;2732537;2169574;2842760;2845010,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Inpeasmacovirus;Inpeasmacovirus humas1;Human associated porprismacovirus,10239;2731342;2732092;2732416;2732423;2732537;2169574;2842760;2845010;2530494,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
2170114.0,1,2529,2170114.0,Human associated porprismacovirus 2,Viruses;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Porprismacovirus;Human associated porprismacovirus 2,10239;2732416;2732423;2732537;2169574;2169663;2170114,species,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Porprismacovirus;Human associated porprismacovirus 2,10239;2731342;2732092;2732416;2732423;2732537;2169574;2169663;2170114,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
2169935.0,1,2471,2169935.0,Human associated huchismacovirus 2,Viruses;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;Human associated huchismacovirus 2,10239;2732416;2732423;2732537;2169574;2169662;2169935,species,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;Human associated huchismacovirus 2,10239;2731342;2732092;2732416;2732423;2732537;2169574;2169662;2169935,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
2169934.0,1,2460,2169934.0,Human associated huchismacovirus 1,Viruses;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;Human associated huchismacovirus 1,10239;2732416;2732423;2732537;2169574;2169662;2169934,species,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;Human associated huchismacovirus 1,10239;2731342;2732092;2732416;2732423;2732537;2169574;2169662;2169934,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
1595998.0,1,2460,1595998.0,Human smacovirus 1,Viruses;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;Human smacovirus 1,10239;2732416;2732423;2732537;2169574;2169662;1595998,species,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;unclassified Huchismacovirus;Human smacovirus 1,10239;2731342;2732092;2732416;2732423;2732537;2169574;2169662;2498817;1595998,superkingdom;clade;kingdom;phylum;class;order;family;genus;no rank;species
2169936.0,1,2459,2169936.0,Human associated huchismacovirus 3,Viruses;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;Human associated huchismacovirus 3,10239;2732416;2732423;2732537;2169574;2169662;2169936,species,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Huchismacovirus;Human associated huchismacovirus 3,10239;2731342;2732092;2732416;2732423;2732537;2169574;2169662;2169936,superkingdom;clade;kingdom;phylum;class;order;family;genus;species
1002273.0,1,2375,1002273.0,Avian gyrovirus 2,Viruses;;;;Anelloviridae;Gyrovirus;Gyrovirus galga1,10239;;;;687329;227307;2844800,no rank,Viruses;Anelloviridae;Gyrovirus;Gyrovirus galga1;Avian gyrovirus 2,10239;687329;227307;2844800;1002273,superkingdom;family;genus;species;no rank
1163715.0,1,2359,1163715.0,Gyrovirus GyV3,Viruses;;;;Anelloviridae;Gyrovirus;Gyrovirus homsa1,10239;;;;687329;227307;2844802,no rank,Viruses;Anelloviridae;Gyrovirus;Gyrovirus homsa1;Gyrovirus GyV3,10239;687329;227307;2844802;1163715,superkingdom;family;genus;species;no rank
12618.0,1,2316,12618.0,Chicken anemia virus,Viruses;;;;Anelloviridae;Gyrovirus;Gyrovirus chickenanemia,10239;;;;687329;227307;3047743,no rank,Viruses;Anelloviridae;Gyrovirus;Gyrovirus chickenanemia;Chicken anemia virus,10239;687329;227307;3047743;12618,superkingdom;family;genus;species;no rank
1985415.0,1,2272,1985415.0,Human associated gemyvongvirus 1,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemyvongvirus;Gemyvongvirus humas1,10239;2732416;2732424;2732539;1910928;1985370;2844646,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemyvongvirus;Gemyvongvirus humas1;Human associated gemyvongvirus 1,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985370;2844646;1985415,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
1488574.0,1,2235,1488574.0,Human genital-associated circular DNA virus-1,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemygorvirus;Gemygorvirus sewopo1,10239;2732416;2732424;2732539;1910928;1985366;2844554,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemygorvirus;Gemygorvirus sewopo1;sewage derived gemygorvirus 1;Human genital-associated circular DNA virus-1,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985366;2844554;1985428;1488574,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank;no rank
1792832.0,1,2202,1792832.0,Human gemycircularvirus GeTz1,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykibivirus;Gemykibivirus humas4,10239;2732416;2732424;2732539;1910928;1941236;2844584,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykibivirus;Gemykibivirus humas4;Human associated gemykibivirus 4;Human gemycircularvirus GeTz1,10239;2731342;2732092;2732416;2732424;2732539;1910928;1941236;2844584;2004961;1792832,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank;no rank
2781372.0,1,2179,2781372.0,bubaline-associated gemykrogvirus,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;bubaline-associated gemykrogvirus,10239;2732416;2732424;2732539;1910928;1985367;2781372,species,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;unclassified Gemykrogvirus;bubaline-associated gemykrogvirus,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2781371;2781372,superkingdom;clade;kingdom;phylum;class;order;family;genus;no rank;species
2809428.0,1,2157,2809428.0,Gemykrogvirus sp.,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus sp.,10239;2732416;2732424;2732539;1910928;1985367;2809428,species,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;unclassified Gemykrogvirus;Gemykrogvirus sp.,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2781371;2809428,superkingdom;clade;kingdom;phylum;class;order;family;genus;no rank;species
1985418.0,1,2115,1985418.0,sewage derived gemykrogvirus 1,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus sewopo1,10239;2732416;2732424;2732539;1910928;1985367;2844636,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus sewopo1;sewage derived gemykrogvirus 1,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844636;1985418,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank
1519399.0,1,2115,1519399.0,Sewage-associated gemycircularvirus 4,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus sewopo1,10239;2732416;2732424;2732539;1910928;1985367;2844636,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae;Gemykrogvirus;Gemykrogvirus sewopo1;sewage derived gemykrogvirus 1;Sewage-associated gemycircularvirus 4,10239;2731342;2732092;2732416;2732424;2732539;1910928;1985367;2844636;1985418;1519399,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank;no rank
169173.0,1,1971,169173.0,Choclo virus,Viruses;Negarnaviricota;Ellioviricetes;Bunyavirales;Hantaviridae;Orthohantavirus;Orthohantavirus chocloense,10239;2497569;2497576;1980410;1980413;1980442;3052474,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Hantaviridae;Mammantavirinae;Orthohantavirus;Orthohantavirus chocloense;Choclo virus,10239;2559587;2732396;2497569;2497571;2497576;1980410;1980413;2560074;1980442;3052474;169173,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;subfamily;genus;species;no rank
1618189.0,1,1961,1618189.0,Bourbon virus,Viruses;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae;Thogotovirus;Thogotovirus bourbonense,10239;2497569;2497577;2499411;11308;35323;2956523,no rank,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Insthoviricetes;Articulavirales;Orthomyxoviridae;Thogotovirus;Thogotovirus bourbonense;Bourbon virus,10239;2559587;2732396;2497569;2497571;2497577;2499411;11308;35323;2956523;1618189,superkingdom;clade;kingdom;phylum;subphylum;class;order;family;genus;species;no rank
742924.0,1,1867,742924.0,Cyclovirus TN25,Viruses;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus bashri,10239;2732416;2732423;2732536;39724;742914;3047962,no rank,Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus;Cyclovirus bashri;Human associated cyclovirus 4;Cyclovirus TN25,10239;2731342;2732092;2732416;2732423;2732536;39724;742914;3047962;2038722;742924,superkingdom;clade;kingdom;phylum;class;order;family;genus;species;no rank;no rank
